CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,CF01,CF02,CF04,UQ01,UQ02,UQ03,UQ04,D002_01,D002_02,D002_03,D002_04,D002_05,D002_06,D002_07,D002_08,D002_09,D003,D003_05,D004_99,D005_01,PR01_RV1,PR01_RV2,PR01_RV3,AU01_01,AU01_02,AU02_01,AU03_01,AU04_01,AU05,AU05_01,AU05_02,AU05_03,AU05_04,AU05_05,AU05_05a,AU06_01,AU18_01,AU19_01,AU20_01,AU07_01,AU08_01,AU09,AU09_01,AU09_02,AU09_03,AU09_04,AU09_05,AU09_06,AU10,AU10_01,AU10_02,AU10_03,AU10_04,AU10_05,AU10_06,AU11,AU13,AU14_01,AU14_02,AU16_01,AU16_02,AU16_03,AU16_04,AU16_05,AU16_06,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME
243,,,base,interview,06/09/2021 17:02,,,1,1,1,1,2,2,2,5,3,2,4,3,6,3,1,,38,South Africa,61152d58a94c7c05e07d5d02,61361b3f24903104f34b1853,61362d6d987a1ade90c21b2b,3,3,We have too many passwords to remember so an object that would eliminate that need would be ideal. As long as it is very secure and unbreachable. ,2-4 seconds,5 - 10 cm,1,1,1,2,1,1,,I would want to be able to use it anywhere,It should be a quick process that doesn't require one to jump through hoops,It needs to be portable and easy to carry,Must be easy to carry in something I carry with me all the time,5,Wallet or phone ,3,2,2,2,1,1,1,2,1,1,1,2,2,1,4,1,Coin or card,Black,Two,Touch,Touch and Arrangement,You could place the coin / card on the touch screen and confirm with fingerpring,"Must be:
1. Safe / Secure
2. Fast
3. Reliable
4. Simple
5. Theft proof (can't be utilised by anyone but you)",Interesting concept. Will be interesting to see if we ever go this route. ,108,79,92,351,85,451,75,8,1249,,06/09/2021 17:23,1,0,8,8,0,0,0.76,2
244,,,base,interview,06/09/2021 17:02,,,1,1,1,1,1,,,,,,,,,,,,,,6115285b36b76cd7cf1d0ea1,61361b3f24903104f34b1853,61362d846fc0a781e7819a22,4,4,,4,I don't know,1,2,1,1,1,1,,,Any longer is a hazzle,No idea,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,26,94,,,,,135,,06/09/2021 17:04,0,0,4,4,25,25,2.66,166
245,,,base,interview,06/09/2021 17:02,,,1,2,1,2,1,5,5,4,6,5,2,5,3,6,2,,19,Slovenia,6131c3a5d2375e49b75dd699,61361b3f24903104f34b1853,61362d93c2a5955a336fa90d,4,2,"It does seem cool, but what if the object was forgotten somewhere or you couldn't be bothered to get it from another room.",15-20 seconds,4 rubik's cubes,1,2,1,1,1,1,,it would be a bit annoying to pull out your phone out of your pocket and then have to pull an aditional object out.,"15 seconds is just the right amount of time, not too much so you don't feel frustrated if you fail, not too little to be be simple.",too big and it get's annoying,easiest to do in ym opinion,5,"in a pocket, most probably",3,1,2,2,1,2,1,2,2,1,1,2,1,1,4,1,"l'd probably use one of those chinese box puzzles with circles, when ya spin it in certain ways, like a rubik's cube but with circles. Except that the circles are on a cube.",dark brown and light brown to please the eyes,4,maybe a combination of 2 to 3,"Touch, Configuration, Arrangement, Assembly",Spin the circles to open up a side of a cube in which is a key which you can use on one of the sides of the cube.,"1. To not be boring
2. To be compact
3. To not be too demanding
4. To not be too simple (while simple is fine and simple with infinite possiblities even better, too simple is too easy)
5. To be appealing","Cool idea, but l don't see it working as good as fingerprint authentication.",27,34,44,222,34,585,56,3,1005,,06/09/2021 17:19,1,0,8,8,0,0,1.4,21
246,,,base,interview,06/09/2021 17:02,,,1,1,1,1,1,5,5,4,5,5,2,6,2,6,2,,23,South Africa,60f7dfad6c43a19a5e418960,61361b3f24903104f34b1853,61362d898ac653203fa2761f,4,4,This is part of evolution and a freedom to indulge without ID complications,60,10,1,2,1,1,1,1,,"Statics proves that more people especially young adults spend more time indoors, playing video games or internet access",The quicker the better most human being are impatient,minimal scaling will allow the object more space or a faster response,"The world is slowly opening up so in most countries people are now living normal, meaning they actually spend more time outdoors in places like parks, sports field and etc",4,Recreational centers ,1,1,1,1,1,2,1,1,2,1,1,1,1,1,4,1,geometry shape (seed of life) representing reflection's,black and white,5,5,"Touch
Arrangements
Assembly
Configuration
Augmentation",Align all reflecting angles of a shape,"settings
Personal information control
Speed
Size
Connectivity",No,45,47,37,804,81,538,89,12,1653,,06/09/2021 17:30,1,0,8,8,0,0,0.8,1
247,,,base,interview,06/09/2021 17:02,,,1,1,1,1,2,5,5,4,5,4,5,4,5,5,5,santa barbara,35,Santa barbara,6131802d2b6d10ec57a9b11a,61361b3f24903104f34b1853,61362d86c83e4681e2748676,4,3,I might change the authentication later in future.,5,It can be the size of a smart phone,1,2,1,1,1,1,,It is for security purpose,no purpose,to make it audible,it is private not public,5,"mobile, watch etc",1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,1,I prefer using daily items for my 3D authentication code,I prefer using green because it is the color of nature,arrangement,2,Arrangement,yes I will,"eyes detect, fingerprint, face detect, etc",The study is great,14,175,51,549,192,1197,98,11,2033,,06/09/2021 17:40,1,0,8,8,0,0,0.79,9
248,,,base,interview,06/09/2021 17:02,,,1,,,,,,,,,,,,,,,,,,61264915603b330f7487b71c,61361b3f24903104f34b1853,61362d98c9ba56f0cbd0e7ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,349,,,,,,,80,,06/09/2021 17:11,0,0,2,2,0,0,0.16,0
249,,,base,interview,06/09/2021 17:03,,,1,1,1,1,2,4,4,2,3,4,6,2,6,2,1,,22,South Africa,61333789416fbdedeed99c8c,61361b3f24903104f34b1853,61362da2c2786eb8e40d80b1,5,5,It would further reassure me that information on my device is safe as only I would know how to access it thus cannot be hacked.,5,2,1,1,1,2,1,1,,Thieves and people who want to gain access to your information can be present anywhere.,"I do not want to spend too much time to access my information, we live in a fast paced world.",not too big for it to be noticeable to others that I am using personal authentication to gain access.,The storage location should be near my person for conveniece and protection.,5,On my device itself so that it is easier to access.,2,1,2,2,1,1,1,3,2,1,1,2,2,1,4,1,"a keychain similar to a stress ball that I can squeeze with varying intensity, or a pop socket on my cellphone cover that I can tap.","neutral colours such as black, grey or white so as to not attract the attention of prying eyes.",3,1,"touch, configuration and arrangement.","I would ideally like to use the touch method as it is way more convenient and less time consuming. So, maybe tap the nose of a pinocchio figurine or something of the sort.","1. safety
2. convenience
3. effectiveness
4. aesthetically pleasing 
5. small","No, this was a very educatioonal study.",33,102,17,310,50,524,93,6,1135,,06/09/2021 17:22,1,0,8,8,0,0,1.16,14
250,,,base,interview,06/09/2021 17:03,,,1,1,1,1,2,5,5,3,6,6,1,6,1,5,2,,22,South Africa,612acc391e9c285e48071b9e,61361b3f24903104f34b1853,61362db399c5615f39b0e48d,5,5,"Since the authentication objects are only at the disposal of my usage, it is fault proof in all securiy aspects.",15,2 cm to 15 cm,1,1,1,2,1,1,,Accessing you money at an ATM and your security access to your private household.,It should take less than 15 for a prompt to recognize my face or finger prints.,"Thumb prints can only be 2 cm, while faces can range up to 15 cm.",These are objects likely to be attached to a person at all times.,5,"On a necklace, a wrist band",2,1,1,1,2,2,1,3,1,2,1,2,2,1,4,1,Rectangular prism,Matt Black,2,2,Touch and Arrangement,3D rectanglar prism to position in a particular place on the screen of my phone.,"Weigh
Shape
Color
Transparecy
Length",No,104,76,51,375,118,480,73,6,1283,,06/09/2021 17:24,1,0,8,8,0,0,0.79,1
251,,,base,interview,06/09/2021 17:03,,,1,1,1,1,2,2,2,5,3,4,2,3,6,5,1,,36,United States,6131189ce14a2f94d650b15c,61361b3f24903104f34b1853,61362dc05a708a0f237f11fd,4,3,hesitant to use authentication object as I often lose things and then would be locked out of my devices.,5,wallet-size,1,1,1,2,1,1,,often outside when using my phone or laptop,longer authentication time would frustrate people,"so that it is portable and can fit in a wallet, makes it less likely to get lost",needs to be nearby,5,in my purse or pocket,3,1,1,2,2,2,1,2,2,2,1,1,1,1,4,1,flower,purple,"touch, arrangement, assembly, configuration","touch, arrangement, configuration","touch, arrangement",arrangement,"quick authentication, durable, small size, unique authentication, cheap to replace",no,59,35,18,417,42,430,54,3,1058,,06/09/2021 17:21,1,0,8,8,0,0,1.38,22
252,,,base,interview,06/09/2021 17:03,,,1,1,1,1,1,,,,,,,,,,,,,,6130d33c82d1af9b4e300773,61361b3f24903104f34b1853,61362dc1319c3abd47db8337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,135,20,,,,,,212,,06/09/2021 17:07,0,0,3,3,0,0,1.02,19
253,,,base,interview,06/09/2021 17:03,,,1,1,1,1,2,3,3,2,3,2,3,4,5,3,1,,23,Italy,609ef9cc8bac1c03b31a106b,61361b3f24903104f34b1853,61362db6dfdbb60edc309fca,4,3,Since I never used it and it's something quite new I don't know if I would be comfortable or feel safe. ,Maximum of 5 to 15 seconds. ,Maybe the size of an apple watch.,1,1,1,2,1,1,,"If the object is safe, quick and easy to use, why not use it both indoors and outdoors. ","I feel like if it took more than, let's say, 30-60 seconds, people would choose not to use it cause there's probably a quicker way. ","If the object is too little, it would be very easy to loose, but if it's too big, then it's too bulky and not comfortable to take everywhere with me.",It's handy.,4,On the wrist or in the backpocket. ,2,1,1,1,2,2,1,2,2,2,1,1,1,1,4,1,"I would love for it to be flat, very light, handy, just like a wrist watch. ","The color that I would prefer the most are black, bordeaux, gold or silver. ","I would be willing to use touch, arrangement, assembly and configuration. Not the augmentation.","I would want to use Touch and Arrangement mostly, so 2. ",Touch and arrangement. ,"I would put my smartphone near my flat square (watch), and then touching both sides of the watch it automatically identifies me. ","Satefy 
Speed
Comfortable
Works everywhere
","It seems very interesting but I think people will rather continue to use today's recognition methods such as fingerprints, facial recognition, pins and passwords.",32,37,51,466,53,823,61,1,1524,,06/09/2021 17:29,1,0,8,8,0,0,1.26,29
254,,,base,interview,06/09/2021 17:04,,,1,,,,,,,,,,,,,,,,,,5bf294743a5bf00001400a77,61361b3f24903104f34b1853,61362ddc86662929b547699d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,22,,06/09/2021 17:04,0,0,2,2,0,0,2.42,271
255,,,base,interview,06/09/2021 17:04,,,1,1,1,1,1,6,6,5,5,5,1,6,1,5,1,,24,South Africa,6130bde304c92dc7a19fc8d1,61361b3f24903104f34b1853,61362de02923620d70162a1c,5,5,The reason is because it is safe and I would not have to worry about my privacy on my device,1 to 3 seconds,10 centimeters,1,1,1,2,1,1,,Because I will need it both indoors and outdoors for use.,Because people are impatient and get easily discouraged by things when it is slow.,Because it will not be too big for people to carry and it will not be too small for people to loose.,Because it will be much saver,5,In a bag and place it in a way people will not see it( making sure it fits in the bag).,2,1,1,1,2,2,1,2,1,1,1,2,2,1,4,1,"The shape of my authentication would be a rectangle, and the texture would be something that would not slip out of my hands.",I would make it a more bright colour like yellow.,3,3,"Touch, Assembly, and Configuration",By touching and rotating the body.,"Charged
Portable
Safe
Only one pin 
Favourite colour
",No ,91,113,37,456,54,623,86,8,1468,,06/09/2021 17:28,1,0,8,8,0,0,0.8,3
256,,,base,interview,06/09/2021 17:04,,,1,1,1,1,1,,,,,,,,,,,,,,61316f030897472e0dc9ee71,61361b3f24903104f34b1853,61362dd7133f0bef86936a8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,24,184,,,,,,76,,06/09/2021 17:07,0,0,3,3,0,0,1.7,63
257,,,base,interview,06/09/2021 17:04,,,1,,,,,,,,,,,,,,,,,,6133e0f07b5ac0b82d6ddd99,61361b3f24903104f34b1853,61362dd158e292f61f90d29e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,23,,,,,,,35,,06/09/2021 17:04,0,0,2,2,0,0,2.44,72
258,,,base,interview,06/09/2021 17:04,,,1,1,2,1,1,4,4,3,4,5,2,5,3,5,2,,19,Portugal,5ec836e540ce74304ca3e3fe,61361b3f24903104f34b1853,61362dea4854a63867b95f5b,3,2,"I would still prefer to use the typical methods of authentication, but I would consider using an object if I felt like I needed extra safety measures on that specific account",5,Around 5-7cm,1,2,1,1,1,1,,I would only feel confortable using it indoors as I would be too worried about having it be taken away from me outdoors.,I believe the process should be quite fast otherwise people would just resort back to the usual methods,I believe the object should not be longer than your typical smart band.,"Losing the object would be pretty worrisome, so keeping it close to you is definetly advised.",3,I would probably keep in in my pockets or some place hard to be taken away from me without me noticing it,2,1,2,2,1,1,1,3,2,1,1,2,2,1,4,1,Band like object,Probably black,1,1,Touch,I would just touch a button on the band,"Fast
Encrypted
Durable
Small
Cheap",No,6,21,26,504,44,606,45,1,1253,,06/09/2021 17:25,1,0,8,8,0,0,1.82,73
259,,,base,interview,06/09/2021 17:04,,,1,,,,,,,,,,,,,,,,,,61347de13af5e5a3724f55f8,61361b3f24903104f34b1853,61362dd4cf1a8f77e0ce4a27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,22,,,,,,,34,,06/09/2021 17:04,0,0,2,2,0,0,2.48,74
260,,,base,interview,06/09/2021 17:04,,,1,,,,,,,,,,,,,,,,,,61316bfb77aff283c70f38b8,61361b3f24903104f34b1853,61362dd658e292f61f90d29f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,21,,,,,,,35,,06/09/2021 17:04,0,0,2,2,0,0,2.32,66
261,,,base,interview,06/09/2021 17:04,,,1,1,1,1,2,3,5,4,5,4,5,5,5,5,1,,23,South Africa,6135f6887f5dd1472f7d3d6e,61361b3f24903104f34b1853,61362ddf38af55e50279c5bb,3,3,"Not really, i prefer 2-factor authentification so that my data and private settings is safe",10 seconds,20 centimeters,1,2,1,1,1,1,,Lighting would be better indoors instead of harsh lighting outside that could disturb your vision,It shouldn't take too long if it is your data you trying to access. It could be an emergency so you wouldn't want to waste time authenticating it,should be about the size of your palm more or less,So it could be on-the-go. I'll always have it with me ,2,Car,3,2,1,1,2,2,1,3,2,1,1,2,2,1,4,1,Circle,It would be black because black represents a strong force ,3,2,"Touch
Arrangement 
Assembly",You can shake the shape . It will authenticate with body vibrations,"Security
Assemble
Touch
Shake",Not at the moment ,12,18,30,277,68,326,91,6,828,,06/09/2021 17:18,1,0,8,8,0,0,1.57,31
262,,,base,interview,06/09/2021 17:04,,,1,1,1,1,1,,,,,,,,,,,,,,612e343fe03ea246c5b62f7e,61361b3f24903104f34b1853,61362913204e501f29bacae0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15,10,,,,,,38,,06/09/2021 17:04,0,0,3,3,0,0,2.9,116
263,,,base,interview,06/09/2021 17:04,,,1,2,1,1,2,6,6,5,6,5,2,6,2,6,1,,32,UK,61360acd1cc499741fce280e,61361b3f24903104f34b1853,61362d4f9de571f5fb7eb267,4,4,authentication is always long and painful. I want something secure that gives me access to what I want almost instantly,istantaneous. ,key ring size,1,1,1,2,1,1,,I am figuring using this more on the underground or when I am somewhere and ma trying to do things but my hands are busy (trying to buy tickets for the cinema but don't remember my passw and need to transfer money so I need to open my authenticator app AND many websites etc..),"Like when you touch the phone at the undeground gate. I would also like to have the object unblocking my phone automatically if blocked and opening the app. For instance, I think about my bank account, I take out my auth object, touch my phone, my phone unlocks and opens the bank app.",I want to have it handy all the time so I need to be able to have it on me,I want to have it available on the train,4,key chain or somewhere in my bag.,3,2,2,2,1,1,1,1,1,1,1,1,1,2,4,1,"I wuold like it to be a cube (like dices for instance) that I can attach to my keys or to my phone and that I can configure, so depending on which face I turn to the phone it unlocks a different app. Or it could be like one of those locks wher eyou can move the numbers ot form a combination. I could have colours and numbers so maybe I know that red + 8 opens the bank app, green + 3 opens amazon and so on. you would probably need an app that knows what the combinations correspond to and it's always listening. 
I would also want a quick way to block it in case it gets stolen (For instance if they steal my bag they will get my phone AND my auth object). Maybe one of the dice sides is a fingerprint scanner? so I can only use it if my finger is on it?",rainbow,up to 2,2 is ok.. if it's nceessary to configure What to open. if it's just simple authenitcation then only 1,touch and configuration,"have explained above, sorry hadn't seen this bit"," - security. if stolen in needs to deactivate IMMEDIATELY
- configurable. I want it to be like a passpartout for my apps","no, I have written all in the first step, sorry.",4,41,20,446,64,1017,462,5,1665,,06/09/2021 17:38,1,0,8,8,0,0,1.23,56
264,,,base,interview,06/09/2021 17:04,,,1,1,1,1,2,2,6,3,4,5,3,2,5,5,2,,19,Norway,6126579a736780a5bd1643d3,61361b3f24903104f34b1853,61362e0697ac09e1b674b761,4,4,"Personally I do not care much for authetication of a single account, i would much rather use one method od authenticating on multiple of my online accounts.",Maximum of 10 seconds,Something about the size of a phone or a card that displays numbers or codes that could be kept in ones wallet.,1,1,1,2,1,1,,"If i'd use a form of authentication object i would like to have it with me at all times like a phone or a wallet, therefore i would use it out- and indoors.",I feel like any form of authenticatrion over 10 seconds would be excessive for something so mundane as checking ones mail.,"Again, i feel like something too big would be excessive and unresourceful considering something bigger would be harder to have with oneself everywhere.",Mostly becuase something bigger would be impractical yet probably secure,5,As mentioned either my wallet or my pocket,3,1,1,2,2,2,1,2,2,2,1,1,1,1,4,1,Recktangle,Black ro white,One,One at most,Touch,Press some buttons in a correct order,"1. Functionality
2. Efficiency
3. Design
4. Foolproof
5. ",I would like my ideal 3d authentication object to be rectangular in the shape of a credit card and the thickness of one.,48,64,39,371,62,279,57,5,925,,06/09/2021 17:20,1,0,8,8,0,0,1.11,9
